Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Happiness Score
1.357879386464381,-2.2176212947039082,-2.940090585976483,1.5853197626583733,4.976235008327989,3.420000829950724,7.587
1.1206728201622476,-1.943804464894426,-2.9137696075138204,1.3327653629033658,3.0947869361201072,4.147893478879638,7.561
1.178998588030996,-2.1609982304643576,-3.209495035243436,1.4742095525487648,5.274937707426321,3.6737731899809014,7.527
1.5152531875921054,-2.311515404972915,-3.167456932995624,1.6138693904567658,4.694663515875452,3.7040342254563834,7.522
1.1810384788761465,-2.353282658751781,-3.085603774015287,1.3615895063536656,4.496914599704623,4.246882796973115,7.427
1.090275928185745,-2.3749633160603345,-3.151888874932363,1.4214339184695257,4.946321876440082,3.012073441926804,7.406
1.1889713877183985,-2.561748316652424,-3.1369706306551612,1.243479147120413,4.430161266429112,4.326195103767154,7.378
1.1946881188523388,-2.518596075397763,-3.0644642604112664,1.5457208798706998,5.066573463396127,3.786808258662809,7.364
0.9893642909447805,-2.367943634190184,-3.074556755510895,1.4055806395718606,5.022264080846116,4.321447052830347,7.286
1.1993974964825014,-2.419740823067579,-2.980461504449977,1.4869745303624697,4.647594606359742,4.144754653662945,7.284
0.9349420179031718,-2.827502472319588,-3.052336795350323,-0.14673674305273662,2.3177859754923706,3.6207301617503105,7.278
0.24795211216414426,-2.762699531275268,-3.266280010484045,1.3670111904788407,2.6979860126654094,3.1578865160242717,7.226
1.2085895972044758,-2.4796986789621513,-3.1466526955129623,1.3022941255416205,3.512578248048316,3.6160740750494895,7.2
0.41104264442580873,-4.075673637182338,-3.444521567201626,0.3241948577947805,3.7250646355141646,2.250680521025025,7.187
1.3528426189454907,-2.719418092427275,-3.260293581679,0.7649983658454363,3.2649913911237913,3.980679340361829,7.119
0.31207016267961646,-2.7860575566862296,-3.8804865743515764,0.3837647542587332,3.4131436327819413,2.2991543766499474,6.983
1.7794568277954899,-2.847329152295013,-3.031800623101776,1.2439595495112514,4.763680054766444,3.320070126589885,6.946
1.2053912498299808,-2.115138492299936,-3.1269961657561405,1.257273558628771,4.239973202462227,4.250899481670416,6.94
1.1345239308391957,-2.53516509761276,-3.1216232078383377,1.0289451651546104,3.8180876902600565,2.9337736575139237,6.937
1.4353448709049124,-3.262765127283101,-3.4644278491498612,1.4206103715138028,4.804751817111477,3.218602140531248,6.901
1.0301369240101965,-2.536038486461594,-3.0702790626622405,1.1095841379024725,4.445073043131088,4.508074705995636,6.867
1.2662102176205796,-3.4457152690464627,-3.6401562931425078,1.3600110413551962,4.47181096399754,2.8820486741980704,6.853
0.47072833952465765,-2.677615919593018,-3.7956981282064444,-0.03768540033243564,2.756915617815997,1.1984106663010579,6.81
1.6735587907108238,-3.6908092170798263,-2.589652564762353,0.7408409884775663,5.312846675039563,3.5037903084297466,6.798
0.5193079622443536,-2.943740294815079,-3.5126681355540135,0.7379585741325364,2.529179797510916,3.086727137843049,6.786
1.185143444404042,-2.4682817740313787,-3.1408928922586172,1.2366848847357,3.765715959720885,3.3311988291871795,6.75
0.6291598618313486,-3.2681990202268327,-3.2729697189254874,0.04631638915129499,2.9612423088108852,3.6312880368576588,6.67
2.098057557202889,-3.4588381586322594,-3.5099294663201195,1.412580788695505,5.442708245304367,3.5873541625311693,6.611
1.0588716827054647,-2.6566275131483534,-2.9221961375532195,0.7929303334270364,3.6731121031349394,2.0722347396696295,6.575
0.4940737569747134,-2.714144248812046,-3.5482448927010815,0.10410193387784827,2.4203607543612438,1.975521818390429,6.574
0.8100553672722894,-2.9077555662205588,-3.326818946354492,0.19949612291574537,1.2537919883753683,1.887432967048079,6.505
0.5145985846141912,-2.896498626372802,-3.455421505936178,1.1601636467664516,3.9638759953588716,3.004292514851141,6.485
0.15434378782557026,-2.751944486987417,-3.9028226072881496,0.6868986628777196,1.85787914888893,2.6377907656240795,6.477
0.27595653956917376,-2.6344194333947857,-3.7299777148016475,0.8377450136009552,1.4094342924263803,4.734879560749456,6.455
1.3551091643289916,-3.4370948444872886,-3.7966794599471,-0.8516243082385205,4.47181096399754,2.21426529279502,6.411
0.9388203288927174,-2.397167482735213,-2.881715282375154,0.17115238185628373,2.0944329292737383,2.6234715842326395,6.329
0.8816278337157193,-2.455222775212195,-3.159477162533668,1.160369533505382,3.0373149482491097,4.501493924611991,6.302
1.0921143483301403,-3.4687154983243342,-3.206876800987281,-0.25510179664326865,2.369001136143197,3.1498874946530573,6.298
1.755053689166467,-3.0889977238630113,-3.779682744225424,0.8264212429597657,4.036656435895578,2.452013368974546,6.295
0.34757937368779235,-3.871146258628823,-4.189203106555269,1.111780263117734,3.042207161733312,2.519035547074291,6.269
0.8927842737700609,-3.010978125255012,-4.166819625986063,0.852843374455874,0.6494210602827879,3.5461779152566324,6.168
-0.23366359799213565,-3.671252466531649,-3.9504044304849,-0.2132381597273567,2.839638268516216,1.8881399611748308,6.13
-0.28153807325918684,-3.5991065504053825,-4.066189564745956,0.9797382345501701,2.5561451128231387,3.2860816603819534,6.123
-0.5663420926148327,-2.2637193933914297,-4.224360749113701,1.5348088827073714,4.371159565112261,2.9758327701735636,6.003
0.7846952428146773,-2.610739331028332,-3.541470382859287,-0.8033781824157565,1.4746476830078228,2.510541012973308,5.995
1.0411422610389716,-2.6721148025925308,-2.7340077840593864,0.42260871900366104,3.460073630792039,1.889670874918635,5.987
0.9753368934046712,-3.9230430922203494,-2.841336776246532,-0.7033858562084072,2.3286284420778673,2.6505521068551663,5.984
0.016865218397462443,-3.770665477194776,-3.534916372543693,0.35116602059470386,3.462658098967154,1.9856244652483281,5.975
1.1746669679647506,-2.8629106495438545,-3.698064642461298,0.1396517107998848,4.357486576548447,2.550900707430427,5.96
0.9917819393538475,-2.9470409306216547,-2.8865020702793527,-1.1818666374833837,1.3286086195507403,2.974838097844939,5.948
-0.44321831061556205,-3.847567706953755,-4.41552021774425,0.9578456113105374,2.464886022511368,2.8065655559348923,5.89
-0.6619399401233685,-3.708928538337708,-4.155196836375111,-0.7301511322693996,0.8783429716773228,2.8379964972732634,5.889
-0.2454748178239331,-2.441743036987905,-4.0080292612232205,0.7166149821967188,2.3855088734540715,3.6792553156080468,5.878
0.6679177878892086,-3.2769311813747217,-4.06815926216246,0.5621999279986845,2.416076563264694,2.0173839159637805,5.855
0.82516566982896,-2.592209313162012,-3.2145306501114588,1.1939977008640654,1.5644642919907252,3.146707284942756,5.848
0.7300966829099078,-2.670548899647046,-3.7564558148116203,-1.5177365375923533,0.5881608761962058,0.4802660966090607,5.833
-0.6650375521474858,-3.1939309064334718,-3.7128996234261664,0.8247741490483199,3.566001945984358,3.306465780186308,5.828
0.10795515897659162,-3.8616379018127134,-3.7605161480594065,-0.1345894254558246,2.0224622367888014,2.3378939038243014,5.824
0.4397018516082938,-2.7859644998306226,-3.738865691411264,-0.37877109782765,3.547219860072942,1.929392827937109,5.813
0.6754981230051383,-2.5650813112590147,-3.5791902163527096,0.6632903168136646,1.6645982009345688,2.498872699596421,5.791
0.673760438211121,-3.4927661036021953,-3.783253605766234,0.6565646833419281,2.6878662931181996,3.615352786296226,5.77
0.5671824375114047,-4.457146853206238,-3.54514234582268,-1.2060926437642308,1.1830291027744506,1.1267746140772454,5.759
0.6903565871858643,-3.2929547379206854,-3.8561542852652515,-0.12278525242379709,2.7514127353498146,2.629078388835066,5.754
0.7059453826568294,-2.7706827037680735,-3.9789974214027173,-0.4651748992655724,1.3585899843523028,-0.8892959948545407,5.716
-0.11822088645917252,-3.1542195139050793,-3.914792957065617,0.47936483003556085,1.1392289558870032,2.858894546056854,5.709
0.8832899669969527,-3.4933717149494017,-3.0130427067380796,0.3822549181732413,3.1084387600985655,3.2018564267943996,5.695
0.8834662538601139,-4.148379937122148,-3.0130427067380796,-0.19113964974879352,2.050465502066533,3.4766568223843715,5.689
0.20642396397089463,-3.462417716582766,-4.1572320775773015,-1.021069094378497,3.400973771631533,1.5142512906431425,5.605
-0.1406345019182339,-4.40942794237976,-4.110676838110648,-1.2839178310800403,1.7802306871958429,3.3371147924844164,5.589
0.2547265644770518,-2.814785951435091,-4.416604702354475,0.28500774848496824,4.372245687150612,2.5179971578900378,5.548
0.3784799424161834,-3.8223847752108733,-3.83561607640733,0.8653338366176709,2.277448492408103,3.8631235858776933,5.477
1.331511908502991,-3.54114576597615,-2.6405160147323476,1.108417446381866,4.727959715344234,3.9499206202810933,5.474
0.7414545936650052,-2.8090889397817476,-3.599564059770833,0.0981998473618347,3.197708672692678,1.634456460534494,5.429
-0.5670472400674772,-4.083424215256244,-3.699542373665375,1.097162304653653,2.680428195278481,2.507673216267371,5.36
0.5128860836577684,-3.9640498915944824,-3.75484554497828,-1.4166461487773732,3.251432260014216,2.0637541956834697,5.332
-0.964649668008669,-3.1536548634424912,-4.043221321308667,0.0013644511514226962,1.6691409670399036,3.440914634276819,5.286
-0.5111643044453907,-4.11062222643989,-5.3978103708919445,-0.6261097001964131,1.6225825640067657,3.2699612405297382,5.268
-0.21885550148659852,-3.3544652491376157,-4.30268023718919,0.6690551455037242,3.2228205905355565,4.343037846912304,5.253
0.4194792300199497,-3.9938624444464903,-4.079306038910566,-0.4410861508106789,3.2813596816867094,1.510910637492875,5.212
-0.6595474755518956,-5.328501806904667,-4.4929967224205605,-2.1518676934989487,2.683282825757321,3.6482287461055414,5.194
0.11246306590599824,-3.558117916553681,-3.8827421488096214,-0.19189456779153946,3.10974883126358,1.930199614948649,5.192
0.2947940500898232,-4.106356228719789,-3.7786256437680437,-1.729250847387172,3.110051042558792,2.4441492763373605,5.192
0.08259503451897945,-3.9625147852179277,-3.4362969167209636,0.5654941158215762,1.2931105242747085,1.5661293786513726,5.14
-0.9744713646705048,-4.070115922240673,-5.096660196514465,0.3685291355778605,2.9174582043042516,2.733379575906873,5.129
0.46873881635469583,-4.172868015541105,-3.6172169053420538,-0.5757360780713653,0.3310669067365348,2.218454080242961,5.124
0.15917908464370464,-3.730469130297788,-3.6936293118839045,-1.6024932451188298,1.2429049887729118,2.704880327222827,5.123
0.7620297889796717,-3.204647347987099,-3.2073132351100364,0.5498467236628415,0.615080903824111,2.2155627355660528,5.102
0.6441946128752359,-3.3890302171585516,-3.7816870669624754,-0.9461263214077177,2.083030888896259,2.623389027262206,5.098
-0.38280228422647433,-3.632042649234661,-4.2794165626213,1.309980563795033,2.8964958429704573,3.1242656356288623,5.073
-1.6844289302956716,-3.9454389304024913,-4.722090924618328,0.2144572259447106,4.8738469777351465,4.441899053977517,5.057
-0.30858551483562713,-4.877764550035932,-4.184687960397294,-0.12120678742532823,2.4291828494903642,1.4171938420914227,5.013
0.1540919494496258,-3.7582467268141073,-3.7411773477673886,-0.6862972568771581,1.8986794099775632,2.941639065425318,5.007
-1.9498413947035902,-3.666648140096751,-5.511319186734137,-0.6464924873505534,3.237885233025201,2.9351465376236288,4.971
0.05375954047333294,-4.432707035170188,-3.449090881560447,-0.530097850941724,2.0970133553868857,2.270011352007779,4.959
-0.0631942013152971,-4.059595134260393,-3.5346889498922933,-2.347940497873964,-0.12422077458329836,3.1119946054102026,4.949
-1.2135415349546277,-3.60905466694813,-5.532260399942894,-0.8022801198081261,2.921426973684607,2.466239191407352,4.898
0.09581654925606616,-3.0621779553484854,-3.9825474511878887,0.9755518708585789,3.1037967292331645,2.8925127716914627,4.885
-0.6715601660844489,-4.625489012008635,-4.383840156468229,1.1072507548612585,3.942084064774941,4.080808547756933,4.876
-0.0733684717034554,-2.46224654148838,-4.207755549773727,0.011590159184981373,1.258119967101739,3.6239404932428356,4.874
-0.3658283776878142,-3.4822148462248226,-5.532867361399991,-0.8783895842995129,1.374166519034381,2.626111814479356,4.867
